Gene	numberofposfactors	txids	interpolyAdist
FBgn0003520	2	FBtr0301614_FBtr0086784,FBtr0086783	1728
FBgn0003044	2	FBtr0086735_FBtr0329998	548
FBgn0265297	3	FBtr0086738_FBtr0086736_FBtr0086740	NA
FBgn0022238	3	FBtr0300483,FBtr0086779,FBtr0305270,FBtr0345357,FBtr0086778,FBtr0086776_FBtr0300484_FBtr0086777	NA
FBgn0034308	2	FBtr0086746_FBtr0345416	537
FBgn0027836	2	FBtr0086773_FBtr0086774	330
FBgn0053198	2	FBtr0089842_FBtr0340331	638
FBgn0010575	4	FBtr0086766,FBtr0301548,FBtr0301549_FBtr0301551,FBtr0329997_FBtr0301547_FBtr0301550	NA
FBgn0034331	2	FBtr0300844_FBtr0086728	206
FBgn0040736	2	FBtr0086665_FBtr0340328	244
FBgn0027835	2	FBtr0086679,FBtr0086680,FBtr0086681,FBtr0086682,FBtr0340329,FBtr0345226_FBtr0086683	382
FBgn0034345	2	FBtr0301148_FBtr0086684,FBtr0086686,FBtr0086687,FBtr0086689,FBtr0086690,FBtr0301149,FBtr0306636,FBtr0306637,FBtr0340359	554
FBgn0050118	2	FBtr0086724,FBtr0113360_FBtr0113361	422
FBgn0261477	2	FBtr0331958_FBtr0086693	571
FBgn0034350	2	FBtr0086694_FBtr0299805	2064
FBgn0028496	4	FBtr0086720_FBtr0086718_FBtr0086721_FBtr0086719	NA
FBgn0034354	2	FBtr0086697_FBtr0345628	181
FBgn0262476	2	FBtr0304865_FBtr0304867	1022
FBgn0034356	2	FBtr0113093_FBtr0086699	1126
FBgn0034368	2	FBtr0086661,FBtr0340394,FBtr0345424_FBtr0345423	321
FBgn0034371	2	FBtr0086658,FBtr0086657_FBtr0301862,FBtr0301861	161
FBgn0053136	2	FBtr0086653,FBtr0340390_FBtr0340391	234
FBgn0262103	2	FBtr0304024_FBtr0304025,FBtr0304026,FBtr0340388,FBtr0344258,FBtr0344259	4065
FBgn0053147	2	FBtr0086608_FBtr0345672	154
FBgn0259682	3	FBtr0299942_FBtr0299944_FBtr0299945,FBtr0304051,FBtr0299943,FBtr0304052,FBtr0330006,FBtr0333163	NA
FBgn0034389	2	FBtr0110970,FBtr0110971,FBtr0330004,FBtr0330005,FBtr0346955_FBtr0345950	157
FBgn0010651	2	FBtr0086635,FBtr0086634_FBtr0345426	289
FBgn0010551	2	FBtr0086614,FBtr0086615,FBtr0086616,FBtr0112861,FBtr0112863_FBtr0112862	411
FBgn0262481	2	FBtr0307055_FBtr0340446	198
FBgn0265356	2	FBtr0340449_FBtr0086572,FBtr0086573,FBtr0114622,FBtr0340447,FBtr0340448	5919
FBgn0263116	2	FBtr0086599_FBtr0330055,FBtr0330056	1046
FBgn0000578	3	FBtr0100174_FBtr0086582,FBtr0086583,FBtr0086584,FBtr0100176,FBtr0114623_FBtr0340450	NA
FBgn0034420	3	FBtr0086585,FBtr0086586,FBtr0086588,FBtr0290311,FBtr0290312,FBtr0290316,FBtr0290318_FBtr0290314_FBtr0100282,FBtr0290313,FBtr0290317,FBtr0340451,FBtr0340452,FBtr0340453	NA
FBgn0086358	2	FBtr0086516,FBtr0305333_FBtr0331925	484
FBgn0264753	2	FBtr0334282,FBtr0334283_FBtr0334284	1245
FBgn0034435	2	FBtr0304055_FBtr0086518	1259
FBgn0034436	2	FBtr0086519,FBtr0086520_FBtr0308495	751
FBgn0263391	8	FBtr0309107_FBtr0309105,FBtr0309103_FBtr0309102_FBtr0309113_FBtr0309108,FBtr0309111,FBtr0309104_FBtr0309106_FBtr0309109,FBtr0309110,FBtr0309114_FBtr0340491,FBtr0309112,FBtr0309115	NA
FBgn0012051	2	FBtr0086530_FBtr0086529,FBtr0112869,FBtr0340532	1514
FBgn0013325	2	FBtr0086533_FBtr0340533	307
FBgn0260934	5	FBtr0100393_FBtr0301504,FBtr0330243_FBtr0086457,FBtr0100390,FBtr0301505,FBtr0301506_FBtr0086450,FBtr0301503,FBtr0330245_FBtr0330244	NA
FBgn0261456	2	FBtr0086500_FBtr0331920	301
FBgn0003435	5	FBtr0086495,FBtr0301610,FBtr0110898,FBtr0308793,FBtr0308795,FBtr0332857,FBtr0100232,FBtr0308796_FBtr0086492,FBtr0301609,FBtr0304654,FBtr0304655,FBtr0308786,FBtr0308790,FBtr0308792_FBtr0304653_FBtr0308785_FBtr0310331,FBtr0304656,FBtr0308791,FBtr0308797	NA
FBgn0015949	2	FBtr0111010_FBtr0086484,FBtr0086483,FBtr0330248	1341
FBgn0028372	2	FBtr0086474_FBtr0086473,FBtr0330247	302
FBgn0034470	2	FBtr0086477_FBtr0345676	215
FBgn0034475	2	FBtr0302932_FBtr0086335	98
FBgn0261580	2	FBtr0302889_FBtr0347025	700
FBgn0034479	2	FBtr0086340,FBtr0305676,FBtr0342667_FBtr0305677	145
FBgn0034501	2	FBtr0086298_FBtr0301209	250
FBgn0027529	2	FBtr0086281,FBtr0301207_FBtr0086280,FBtr0309253	1256
FBgn0034506	2	FBtr0086288_FBtr0086287	140
FBgn0086604	2	FBtr0112774_FBtr0112775,FBtr0273284,FBtr0342690	7987
FBgn0043534	2	FBtr0086293_FBtr0342691	346
FBgn0034512	2	FBtr0086216_FBtr0345933	458
FBgn0034517	2	FBtr0086263_FBtr0299803	960
FBgn0034520	2	FBtr0342701_FBtr0342702	479
FBgn0267791	2	FBtr0086222_FBtr0086219,FBtr0086220,FBtr0086221,FBtr0301760,FBtr0336730	922
FBgn0034527	2	FBtr0086226_FBtr0086225	84
FBgn0034538	2	FBtr0086249_FBtr0342721	568
FBgn0000615	2	FBtr0086243,FBtr0086242_FBtr0086244,FBtr0302285	925
FBgn0034543	2	FBtr0086236,FBtr0345353,FBtr0345354_FBtr0342718	941
FBgn0040726	2	FBtr0344877_FBtr0086238	739
FBgn0016984	2	FBtr0342801,FBtr0344196_FBtr0071563	532
FBgn0040653	2	FBtr0071559_FBtr0345819	349
FBgn0050295	2	FBtr0071515_FBtr0113368,FBtr0332465,FBtr0342794	683
FBgn0034563	2	FBtr0071555_FBtr0300563	304
FBgn0034570	2	FBtr0303195,FBtr0332593_FBtr0071524,FBtr0332594	1099
FBgn0003748	2	FBtr0071536,FBtr0071537,FBtr0071538,FBtr0071539,FBtr0071540,FBtr0332423_FBtr0071535	719
FBgn0034595	2	FBtr0342872_FBtr0071635	142
FBgn0050389	2	FBtr0071633,FBtr0071632,FBtr0330235,FBtr0330236_FBtr0310423	468
FBgn0265191	2	FBtr0339088,FBtr0339090,FBtr0339091,FBtr0339093_FBtr0339089,FBtr0339092	932
FBgn0085426	2	FBtr0112646,FBtr0342882,FBtr0347186_FBtr0342883	622
FBgn0261554	2	FBtr0302702,FBtr0302703,FBtr0302704,FBtr0344188_FBtr0302701,FBtr0302706,FBtr0302707,FBtr0342885,FBtr0342886,FBtr0344189	977
FBgn0020306	2	FBtr0071604_FBtr0071602,FBtr0071603,FBtr0342890	4861
FBgn0010415	3	FBtr0273206_FBtr0342892,FBtr0071706,FBtr0071707,FBtr0342894_FBtr0305897,FBtr0342893,FBtr0342895	NA
FBgn0043070	3	FBtr0089703,FBtr0089710_FBtr0089706,FBtr0089707,FBtr0089709,FBtr0089711_FBtr0089704,FBtr0089705	NA
FBgn0034634	2	FBtr0071700_FBtr0071699	381
FBgn0042180	2	FBtr0071688_FBtr0345664	918
FBgn0034641	2	FBtr0071658_FBtr0304728	146
FBgn0034644	2	FBtr0071662_FBtr0071661	507
FBgn0010228	2	FBtr0071673,FBtr0345488_FBtr0071674,FBtr0342960	502
FBgn0004362	2	FBtr0301410,FBtr0345487_FBtr0071708,FBtr0071709	360
FBgn0034674	2	FBtr0071726_FBtr0345537	190
FBgn0034688	2	FBtr0071802_FBtr0303766	181
FBgn0034691	2	FBtr0071756_FBtr0071757,FBtr0308239	346
FBgn0243516	2	FBtr0071796,FBtr0302295,FBtr0342980,FBtr0071794,FBtr0071795,FBtr0302298,FBtr0071792,FBtr0071791,FBtr0071793_FBtr0302296,FBtr0113104,FBtr0302297	1474
FBgn0050280	2	FBtr0300929_FBtr0300928	387
FBgn0002715	2	FBtr0071761_FBtr0342979	199
FBgn0034708	2	FBtr0071772_FBtr0071771	128
FBgn0034712	2	FBtr0071781_FBtr0345581	445
FBgn0050278	3	FBtr0071780_FBtr0345468_FBtr0345469	NA
FBgn0034720	2	FBtr0113107_FBtr0071847,FBtr0113106,FBtr0071846,FBtr0342990	4084
FBgn0034722	2	FBtr0071820_FBtr0342988	628
FBgn0034724	2	FBtr0071845_FBtr0339539	187
FBgn0034725	2	FBtr0071823_FBtr0339533	168
FBgn0053200	2	FBtr0071826,FBtr0339534_FBtr0307213	144
FBgn0022984	3	FBtr0290254_FBtr0307214_FBtr0339538	NA
FBgn0034726	2	FBtr0071827_FBtr0301243	57
FBgn0022986	3	FBtr0339537_FBtr0071843_FBtr0346637	NA
FBgn0022985	2	FBtr0071828,FBtr0344880_FBtr0339535	299
FBgn0034731	2	FBtr0342991_FBtr0342992	1340
FBgn0266432	2	FBtr0344422_FBtr0344423	286
FBgn0003175	2	FBtr0331941,FBtr0112820,FBtr0071838_FBtr0331942	2207
FBgn0260866	2	FBtr0071837_FBtr0330229	359
FBgn0034741	2	FBtr0071854,FBtr0343000_FBtr0343001	359
FBgn0034742	2	FBtr0308603_FBtr0300409	391
FBgn0040091	2	FBtr0071934_FBtr0345505	122
FBgn0034753	2	FBtr0071933_FBtr0345504	295
FBgn0034755	2	FBtr0071929_FBtr0345503	123
FBgn0034740	2	FBtr0071861_FBtr0345496	1288
FBgn0263030	2	FBtr0306909,FBtr0345502_FBtr0306908	670
FBgn0034759	2	FBtr0071863_FBtr0309800	1145
FBgn0034758	3	FBtr0071862_FBtr0309799_FBtr0345498	NA
FBgn0028371	2	FBtr0071919,FBtr0301375,FBtr0301376,FBtr0302116,FBtr0302117,FBtr0302374_FBtr0301377,FBtr0301374,FBtr0330233,FBtr0330234	5268
FBgn0259145	3	FBtr0299572_FBtr0330241_FBtr0299573	NA
FBgn0034776	2	FBtr0071880_FBtr0339941	566
FBgn0050271	2	FBtr0339758,FBtr0346668,FBtr0346669_FBtr0346670	355
FBgn0034784	2	FBtr0071894_FBtr0343181	375
FBgn0034792	2	FBtr0071906,FBtr0304924_FBtr0332910	229
FBgn0261564	3	FBtr0336697_FBtr0302766,FBtr0302767_FBtr0302768,FBtr0302769,FBtr0302770,FBtr0302771,FBtr0302772,FBtr0302773,FBtr0344190,FBtr0345077,FBtr0345078,FBtr0345079	NA
FBgn0034841	2	FBtr0072001_FBtr0343197	546
FBgn0034850	2	FBtr0072006_FBtr0301853	56
FBgn0250838	2	FBtr0072030_FBtr0072031	214
FBgn0000241	2	FBtr0346612_FBtr0072117	240
FBgn0034877	2	FBtr0343265_FBtr0072061	103
FBgn0034879	2	FBtr0343267_FBtr0072111	88
FBgn0004795	2	FBtr0340029_FBtr0072072,FBtr0072073,FBtr0340030,FBtr0340031	143
FBgn0266377	3	FBtr0344180,FBtr0344181_FBtr0344176,FBtr0344177,FBtr0344179,FBtr0344184_FBtr0344178,FBtr0344182,FBtr0344183	NA
FBgn0265052	3	FBtr0336679_FBtr0336678_FBtr0336680	NA
FBgn0262728	3	FBtr0301509_FBtr0089500_FBtr0346652	NA
FBgn0050183	2	FBtr0072099_FBtr0345467	548
FBgn0034897	2	FBtr0072087,FBtr0113113,FBtr0343268_FBtr0113114	1663
FBgn0034902	2	FBtr0072091_FBtr0345535	109
FBgn0034903	2	FBtr0100329,FBtr0310328,FBtr0310329,FBtr0310330_FBtr0290120	237
FBgn0025790	2	FBtr0089624,FBtr0089626,FBtr0089627,FBtr0301643,FBtr0301644_FBtr0089625	263
FBgn0263006	4	FBtr0072217,FBtr0072218,FBtr0072214,FBtr0072213,FBtr0072212,FBtr0072211_FBtr0072216_FBtr0072215_FBtr0343281	NA
FBgn0034933	2	FBtr0072210_FBtr0343280	318
FBgn0034935	2	FBtr0345932,FBtr0331981_FBtr0072209	800
FBgn0034945	2	FBtr0072205_FBtr0343289	120
FBgn0034946	2	FBtr0072154_FBtr0072153	213
FBgn0019948	2	FBtr0072202_FBtr0072203	164
FBgn0061198	2	FBtr0072194_FBtr0343346	235
FBgn0050172	2	FBtr0072193_FBtr0345934	100
FBgn0034968	2	FBtr0072175,FBtr0072176_FBtr0072174	447
FBgn0034971	2	FBtr0072179_FBtr0302165,FBtr0343336,FBtr0343337	88
FBgn0259209	3	FBtr0299696_FBtr0344996_FBtr0299697,FBtr0343338	NA
FBgn0034974	2	FBtr0072247,FBtr0072248_FBtr0345620	131
FBgn0086129	2	FBtr0307174_FBtr0072249	2502
FBgn0041582	2	FBtr0343438_FBtr0072282,FBtr0072281	506
FBgn0021875	2	FBtr0343432_FBtr0072253	216
FBgn0260775	2	FBtr0301271_FBtr0301272	650
FBgn0259937	2	FBtr0072258_FBtr0300861	9090
FBgn0034997	2	FBtr0072266,FBtr0308245_FBtr0072265,FBtr0343442	455
FBgn0004101	2	FBtr0290089_FBtr0072271,FBtr0343314	26284
FBgn0035001	4	FBtr0072363_FBtr0290019_FBtr0100470_FBtr0072366,FBtr0072364,FBtr0332925	NA
FBgn0259210	2	FBtr0299699_FBtr0299698,FBtr0299700,FBtr0343482	2017
FBgn0017556	2	FBtr0072350_FBtr0343481	85
FBgn0019886	2	FBtr0072349,FBtr0072347_FBtr0072348	256
FBgn0035016	2	FBtr0072346_FBtr0306137	1831
FBgn0035023	3	FBtr0290218_FBtr0300187,FBtr0343483_FBtr0290219,FBtr0300186	NA
FBgn0016687	2	FBtr0305985_FBtr0273253,FBtr0072343	185
FBgn0020521	2	FBtr0072313_FBtr0072312,FBtr0301502,FBtr0343486	5106
FBgn0035040	2	FBtr0343488_FBtr0072337,FBtr0304961	40
FBgn0050163	2	FBtr0072334_FBtr0343491	173
FBgn0035047	2	FBtr0072328,FBtr0306655_FBtr0072327	272
FBgn0035049	2	FBtr0304006,FBtr0273264,FBtr0304007_FBtr0304005,FBtr0304008,FBtr0304010,FBtr0304011,FBtr0273263,FBtr0304009,FBtr0306656	3382
FBgn0053988	2	FBtr0100033_FBtr0331983	3567
FBgn0050421	2	FBtr0343495_FBtr0072369,FBtr0343494	591
FBgn0027590	2	FBtr0343496,FBtr0305310_FBtr0072436,FBtr0305309	26
FBgn0035060	2	FBtr0308684_FBtr0072433,FBtr0072434,FBtr0072435	1984
FBgn0035069	2	FBtr0339275_FBtr0345679	793
FBgn0000157	2	FBtr0072378,FBtr0300076_FBtr0072379	1065
FBgn0265182	2	FBtr0339097_FBtr0339098	933
FBgn0085442	3	FBtr0301850_FBtr0301847,FBtr0301848,FBtr0301849_FBtr0301851,FBtr0305056,FBtr0343497	NA
FBgn0085434	2	FBtr0308342,FBtr0308343,FBtr0308344,FBtr0308346,FBtr0308347,FBtr0330240,FBtr0333815,FBtr0333816,FBtr0333817_FBtr0308345	1412
FBgn0043792	3	FBtr0072416,FBtr0072415_FBtr0300957,FBtr0072414_FBtr0309244,FBtr0072413,FBtr0300956	NA
FBgn0022343	2	FBtr0072392,FBtr0339276_FBtr0072391,FBtr0309242	86
FBgn0035086	3	FBtr0300763_FBtr0343503_FBtr0345514	NA
FBgn0002607	2	FBtr0072406_FBtr0072405	568
FBgn0010435	2	FBtr0343507,FBtr0072402,FBtr0072401,FBtr0343508_FBtr0072400	149
FBgn0265434	2	FBtr0302574,FBtr0072399,FBtr0100466,FBtr0100467,FBtr0302573,FBtr0302575,FBtr0306576,FBtr0302572_FBtr0072398	378
FBgn0004055	2	FBtr0072397_FBtr0345678	1651
FBgn0035092	2	FBtr0072443,FBtr0110861_FBtr0290092	388
FBgn0004919	2	FBtr0300178_FBtr0072459,FBtr0300179,FBtr0306330	1042
FBgn0266129	2	FBtr0330231,FBtr0343605_FBtr0072458,FBtr0072457,FBtr0100126	632
FBgn0050430	2	FBtr0343513_FBtr0072448	116
FBgn0259968	2	FBtr0343514_FBtr0300313	71
FBgn0011694	2	FBtr0072455_FBtr0345580	229
FBgn0004181	2	FBtr0072454_FBtr0333174	327
FBgn0035094	2	FBtr0333170,FBtr0333171,FBtr0333172_FBtr0333173	1498
FBgn0001325	2	FBtr0072449_FBtr0333162	1875
FBgn0020386	4	FBtr0072468,FBtr0072469_FBtr0072464,FBtr0072465_FBtr0072466,FBtr0072467,FBtr0072470,FBtr0072471_FBtr0333218	NA
FBgn0035103	2	FBtr0072534,FBtr0072535,FBtr0072536,FBtr0334069_FBtr0301890	196
FBgn0035106	2	FBtr0305548_FBtr0072532,FBtr0305549	779
FBgn0027587	2	FBtr0072528,FBtr0331407,FBtr0344840,FBtr0344841_FBtr0344842	703
FBgn0000541	2	FBtr0072523,FBtr0301349_FBtr0072521,FBtr0072522,FBtr0301348,FBtr0332101,FBtr0332102,FBtr0332103,FBtr0332104	4397
FBgn0035121	2	FBtr0072519_FBtr0332107	252
FBgn0035122	2	FBtr0072503_FBtr0310415	336
FBgn0264707	4	FBtr0333955_FBtr0333953,FBtr0333954,FBtr0333957,FBtr0333958,FBtr0333959,FBtr0333960,FBtr0333961_FBtr0333956_FBtr0333952,FBtr0333962	NA
FBgn0004373	2	FBtr0072517,FBtr0072515,FBtr0332841_FBtr0072516	833
FBgn0085293	2	FBtr0299836,FBtr0306849_FBtr0299835	90
FBgn0261985	2	FBtr0306559,FBtr0306561_FBtr0306560,FBtr0306562,FBtr0306563	311
FBgn0035132	4	FBtr0072572_FBtr0306565_FBtr0072573,FBtr0306564_FBtr0333903,FBtr0306566,FBtr0333904	NA
FBgn0001316	3	FBtr0343526,FBtr0112808_FBtr0343527,FBtr0112807,FBtr0333852,FBtr0333851,FBtr0072565,FBtr0333850_FBtr0110818	NA
FBgn0035142	2	FBtr0072551,FBtr0331786_FBtr0072552	5052
FBgn0035152	2	FBtr0072611,FBtr0333377,FBtr0333378_FBtr0333379	226
FBgn0025676	2	FBtr0072603,FBtr0346537_FBtr0072604	57
FBgn0035165	2	FBtr0072583,FBtr0072584,FBtr0304797_FBtr0345588	184
FBgn0035167	2	FBtr0331401,FBtr0344991_FBtr0072585	232
FBgn0035171	2	FBtr0300345_FBtr0304699,FBtr0339892	806
FBgn0052479	2	FBtr0072589,FBtr0333266_FBtr0333267	1793
FBgn0264574	7	FBtr0333506_FBtr0333504,FBtr0333505_FBtr0333496,FBtr0333497,FBtr0333499,FBtr0333507_FBtr0333494,FBtr0333498,FBtr0333500,FBtr0333503,FBtr0333508_FBtr0333493,FBtr0333495,FBtr0333502,FBtr0333509_FBtr0333501_FBtr0345689,FBtr0345690	NA
FBgn0024277	2	FBtr0072649_FBtr0072648,FBtr0072647,FBtr0072646,FBtr0072644,FBtr0072645	1228
FBgn0052333	3	FBtr0100256_FBtr0072662_FBtr0331863	NA
FBgn0011361	2	FBtr0072677,FBtr0331864_FBtr0072676	88
FBgn0267487	3	FBtr0072718_FBtr0072719,FBtr0310161_FBtr0072717,FBtr0072716	NA
FBgn0029514	2	FBtr0310160_FBtr0072680	745
FBgn0004635	2	FBtr0072694_FBtr0333207	469
FBgn0043458	2	FBtr0072711_FBtr0332656	419
FBgn0041342	2	FBtr0072738,FBtr0072739,FBtr0072740,FBtr0072741,FBtr0333396_FBtr0345365	268
FBgn0035236	3	FBtr0072745,FBtr0072746_FBtr0113122_FBtr0345367	NA
FBgn0035237	2	FBtr0303993_FBtr0072747,FBtr0333359,FBtr0347066	525
FBgn0035238	2	FBtr0344803,FBtr0072825_FBtr0333360	216
FBgn0035244	2	FBtr0072755_FBtr0072754	254
FBgn0013342	3	FBtr0300893,FBtr0302310_FBtr0072815,FBtr0072819_FBtr0331462,FBtr0331461,FBtr0300894,FBtr0306578	NA
FBgn0035252	2	FBtr0072762,FBtr0331460_FBtr0346821	126
FBgn0035253	3	FBtr0072808,FBtr0344837_FBtr0072806_FBtr0072807,FBtr0303107,FBtr0309252	NA
FBgn0035254	2	FBtr0072763_FBtr0333923	211
FBgn0035258	2	FBtr0072802_FBtr0334081	400
FBgn0027594	2	FBtr0309845,FBtr0334078,FBtr0334079_FBtr0072798,FBtr0072799,FBtr0334080	115
FBgn0035264	2	FBtr0334077_FBtr0072797	253
FBgn0022702	2	FBtr0072795,FBtr0334075_FBtr0305966	215
FBgn0250789	2	FBtr0332878_FBtr0072789,FBtr0332879,FBtr0332880	626
FBgn0261562	3	FBtr0302729,FBtr0332874_FBtr0302730_FBtr0345814	NA
FBgn0027790	2	FBtr0072785_FBtr0072784	690
FBgn0035281	2	FBtr0332673_FBtr0072869	117
FBgn0035285	3	FBtr0072834_FBtr0332668_FBtr0345381	NA
FBgn0000109	2	FBtr0089420,FBtr0346441_FBtr0346440	97
FBgn0035290	2	FBtr0310545_FBtr0310544,FBtr0273261	7086
FBgn0086906	3	FBtr0072848_FBtr0309042_FBtr0332674,FBtr0332675,FBtr0332676,FBtr0332677,FBtr0332678,FBtr0332679,FBtr0332680,FBtr0332681,FBtr0332682,FBtr0332683,FBtr0332684	NA
FBgn0052311	2	FBtr0332114,FBtr0332115,FBtr0332116,FBtr0332118,FBtr0332119_FBtr0332117,FBtr0332120	5153
FBgn0026570	2	FBtr0072915_FBtr0346076	69
FBgn0035318	2	FBtr0072909_FBtr0072910	362
FBgn0035333	2	FBtr0072901,FBtr0300773_FBtr0345587	171
FBgn0266696	5	FBtr0345113,FBtr0345114,FBtr0345115_FBtr0345093,FBtr0345098_FBtr0345085,FBtr0345087,FBtr0345088,FBtr0345092,FBtr0345094,FBtr0345095,FBtr0345096,FBtr0345099,FBtr0345100,FBtr0345102,FBtr0345103,FBtr0345109,FBtr0345110,FBtr0345111_FBtr0345086,FBtr0345089,FBtr0345090,FBtr0345091,FBtr0345097,FBtr0345101_FBtr0345104,FBtr0345105,FBtr0345106,FBtr0345107,FBtr0345108,FBtr0345112	NA
FBgn0010905	3	FBtr0304613,FBtr0304615,FBtr0304616,FBtr0304617,FBtr0304618,FBtr0304621,FBtr0345046,FBtr0345047_FBtr0304620_FBtr0304619,FBtr0304614	NA
FBgn0010909	2	FBtr0333362,FBtr0072959,FBtr0333363,FBtr0333364_FBtr0072956,FBtr0072957,FBtr0072958,FBtr0333365	927
FBgn0028504	2	FBtr0072955,FBtr0332040_FBtr0344989	1125
FBgn0035356	2	FBtr0302434_FBtr0072930	75
FBgn0011828	2	FBtr0072950_FBtr0072954,FBtr0072951,FBtr0072952,FBtr0072953	8280
FBgn0035359	2	FBtr0072937_FBtr0333445	587
FBgn0264606	2	FBtr0333630,FBtr0333631_FBtr0333629,FBtr0333632	15193
FBgn0053233	2	FBtr0301038_FBtr0273190	756
FBgn0052296	3	FBtr0333444_FBtr0344569_FBtr0306331	NA
FBgn0263392	2	FBtr0309119,FBtr0309118,FBtr0333881_FBtr0309120,FBtr0309117,FBtr0333880	280
FBgn0262593	3	FBtr0305207_FBtr0305201,FBtr0305202,FBtr0305203,FBtr0305208,FBtr0305209_FBtr0305205,FBtr0305206,FBtr0333898,FBtr0333899	NA
FBgn0052488	2	FBtr0073008_FBtr0346075	205
FBgn0004372	2	FBtr0332086_FBtr0073006	403
FBgn0035397	3	FBtr0072995_FBtr0072991,FBtr0072992,FBtr0072993,FBtr0072996,FBtr0072999,FBtr0073001,FBtr0073002,FBtr0073003,FBtr0113129,FBtr0113130,FBtr0113131_FBtr0072994,FBtr0072998,FBtr0073000,FBtr0332113	NA
FBgn0026189	5	FBtr0337055_FBtr0333895_FBtr0073120,FBtr0337056,FBtr0073119_FBtr0073118_FBtr0306258	NA
FBgn0035400	4	FBtr0309235_FBtr0073117,FBtr0333894,FBtr0073115_FBtr0113133_FBtr0113132,FBtr0073116	NA
FBgn0263108	4	FBtr0307301,FBtr0330148,FBtr0330149_FBtr0307302,FBtr0307305,FBtr0332096_FBtr0307304_FBtr0307306	NA
FBgn0035420	2	FBtr0346807_FBtr0302302	118
FBgn0035422	2	FBtr0073098,FBtr0302300,FBtr0306567,FBtr0302301,FBtr0073097_FBtr0073095	203
FBgn0035424	2	FBtr0073045_FBtr0073046,FBtr0308061	4412
FBgn0035425	2	FBtr0073093_FBtr0073094	142
FBgn0035427	2	FBtr0073050,FBtr0331458_FBtr0331457	339
FBgn0035432	2	FBtr0073054,FBtr0073056,FBtr0073057,FBtr0073058,FBtr0330103,FBtr0330104_FBtr0073055	533
FBgn0035437	2	FBtr0073083,FBtr0073084_FBtr0332058	459
FBgn0027616	2	FBtr0073079_FBtr0073078	836
FBgn0035444	2	FBtr0073076_FBtr0346532	305
FBgn0014388	2	FBtr0073146_FBtr0073145	1663
FBgn0259224	2	FBtr0330142,FBtr0334633_FBtr0334632,FBtr0334634,FBtr0334635,FBtr0334636	5579
FBgn0005640	2	FBtr0073131,FBtr0073132,FBtr0073133,FBtr0073134,FBtr0073135,FBtr0110920,FBtr0110921,FBtr0110922,FBtr0110923,FBtr0110925,FBtr0301948,FBtr0330068_FBtr0110924,FBtr0302598	1972
FBgn0262535	2	FBtr0308636_FBtr0340708	139
FBgn0052264	2	FBtr0073188,FBtr0303097,FBtr0308638,FBtr0073187,FBtr0113430,FBtr0332986,FBtr0308637,FBtr0332987_FBtr0308639	2391
FBgn0004888	2	FBtr0303096_FBtr0073151	229
FBgn0015585	2	FBtr0346805_FBtr0073182	85
FBgn0004875	2	FBtr0073152,FBtr0112844,FBtr0112845,FBtr0333208,FBtr0333209,FBtr0333210_FBtr0073153	1094
FBgn0003943	2	FBtr0073177_FBtr0073179,FBtr0333142,FBtr0073178	172
FBgn0004910	2	FBtr0073174,FBtr0303421_FBtr0303422,FBtr0303420	1717
FBgn0035475	2	FBtr0073173_FBtr0345342	537
FBgn0035477	2	FBtr0073163_FBtr0333134	831
FBgn0035481	3	FBtr0333138,FBtr0073166_FBtr0073168,FBtr0073167_FBtr0333137	NA
FBgn0004880	2	FBtr0073165_FBtr0333136	5434
FBgn0035482	2	FBtr0307170_FBtr0289977	1049
FBgn0035483	2	FBtr0073193_FBtr0346806	443
FBgn0035484	2	FBtr0309791,FBtr0073283,FBtr0310046_FBtr0073284	274
FBgn0035486	2	FBtr0344475_FBtr0073197	2120
FBgn0035495	3	FBtr0308361_FBtr0308362,FBtr0345137_FBtr0308363	NA
FBgn0035497	2	FBtr0302303_FBtr0302304,FBtr0073273,FBtr0073272,FBtr0300877,FBtr0310630,FBtr0073271	161
FBgn0264693	3	FBtr0073265,FBtr0073266,FBtr0073267,FBtr0073268,FBtr0113135,FBtr0310633,FBtr0310634,FBtr0310635,FBtr0310636,FBtr0310637_FBtr0073269_FBtr0345589	NA
FBgn0035505	2	FBtr0300621_FBtr0073258	1004
FBgn0003710	2	FBtr0073219_FBtr0073220	688
FBgn0001257	2	FBtr0073250,FBtr0073249,FBtr0073248_FBtr0333569	704
FBgn0035520	2	FBtr0333568_FBtr0073243	355
FBgn0035521	2	FBtr0113136_FBtr0113137	231
FBgn0052251	2	FBtr0073286_FBtr0346538	135
FBgn0035533	3	FBtr0306533,FBtr0113138,FBtr0306095,FBtr0073339,FBtr0306094,FBtr0306096_FBtr0308201,FBtr0308202_FBtr0306534,FBtr0333570,FBtr0333571	NA
FBgn0035538	2	FBtr0073337_FBtr0100186,FBtr0100185	1485
FBgn0035541	2	FBtr0073335_FBtr0113139	87
FBgn0035542	3	FBtr0073297_FBtr0073296,FBtr0113140,FBtr0113141,FBtr0308033,FBtr0308034_FBtr0073294,FBtr0073295	NA
FBgn0000038	2	FBtr0073300_FBtr0073299	5764
FBgn0261526	2	FBtr0301517,FBtr0301518,FBtr0301520_FBtr0301519,FBtr0301608,FBtr0333586,FBtr0333587	2633
FBgn0260657	2	FBtr0301098_FBtr0301095,FBtr0301096,FBtr0301097,FBtr0304988,FBtr0333583,FBtr0333584,FBtr0333585,FBtr0344807	1526
